stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.10042] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10044] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10046] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10048] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10051] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10053] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10055] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10057] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10059] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10062] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10064] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10066] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10068] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10070] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10072] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10075] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10077] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10079] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10081] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10084] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10086] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10088] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10090] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10092] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10094] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10097] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10099] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10101] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10106] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10111] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10114] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10117] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10119] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10121] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10123] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10126] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10128] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10130] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10134] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10136] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10138] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10143] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10145] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10149] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10151] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10153] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10156] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10158] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10160] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10162] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10164] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10167] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10169] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10171] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10173] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10175] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10177] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10180] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10182] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10184] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10186] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10189] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10193] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10195] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10199] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10201] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10205] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10210] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10214] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10216] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10219] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10221] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10223] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10225] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10227] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10229] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10232] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10234] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10236] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10238] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10241] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10243] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10245] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10247] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10249] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10251] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10253] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10255] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10258] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10260] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10264] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10266] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10270] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10272] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10274] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10276] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10278] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10280] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10282] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10284] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10287] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10289] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10291] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10293] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10295] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10297] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10300] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10301] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10304] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10306] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10311] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10314] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10316] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10318] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10321] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10323] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10325] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10327] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10331] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10333] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10335] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10338] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10340] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10342] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10345] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10347] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10349] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10352] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10355] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10357] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10359] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10361] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10364] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10366] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10368] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10370] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10373] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10375] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10377] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10379] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10382] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10384] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10386] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10388] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10391] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10393] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10397] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.10399] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10403] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10405] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10410] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10412] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.10418] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.10428] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10432] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.10437] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10440] Score is : 593
